,actions,rewards,state_values,logprobs,entropies
0,960,0.0737818256020546,-0.04809476062655449,-1.3857489824295044,1.3861160278320312
1,1076,0.06714999675750732,0.2995968759059906,-1.3830986022949219,1.3815646171569824
2,1266,0.04124007374048233,1.0018609762191772,-1.383436918258667,1.3833374977111816
3,1424,0.0364050529897213,2.0312554836273193,-1.3817248344421387,1.379319429397583
4,1434,0.03927459195256233,1.7611790895462036,-1.3817931413650513,1.3805716037750244
5,1235,0.04673777520656586,2.049657106399536,-1.38271963596344,1.3828428983688354
6,1182,0.04825029894709587,2.053856611251831,-1.3848941326141357,1.3853436708450317
7,1218,0.0510793998837471,1.9976845979690552,-1.3813579082489014,1.383833885192871
8,1421,0.02925141341984272,1.8889344930648804,-1.3810778856277466,1.3800952434539795
9,1403,0.023893576115369797,1.5358455181121826,-1.3830686807632446,1.3817555904388428
10,1343,0.037260256707668304,1.065782904624939,-1.381643295288086,1.3812181949615479
11,1436,0.027141021564602852,1.0985990762710571,-1.3785581588745117,1.379399061203003
12,1464,0.026877300813794136,0.8756293654441833,-1.3770828247070312,1.3764357566833496
13,1614,0.022503316402435303,0.6562088131904602,-1.376003384590149,1.372989296913147
14,1918,0.01691737212240696,0.7728845477104187,-1.363149881362915,1.364850640296936
15,1623,0.02457888238132,0.7851163744926453,-1.3754804134368896,1.3729408979415894
16,1788,0.0172637477517128,0.8163260817527771,-1.373463749885559,1.3757846355438232
17,1542,0.02335268259048462,0.7772387862205505,-1.3800197839736938,1.3794203996658325
18,1435,0.027188532054424286,0.8026918768882751,-1.3803142309188843,1.3805773258209229
19,1379,0.03318323194980621,1.036232829093933,-1.3789513111114502,1.3812607526779175
20,1656,0.02359607443213463,0.881756603717804,-1.3728950023651123,1.375780701637268
21,1507,0.022512156516313553,0.9643884897232056,-1.3786931037902832,1.3780128955841064
22,1571,0.024622706696391106,0.8459084033966064,-1.3790512084960938,1.3755899667739868
23,1548,0.019575610756874084,0.5471863150596619,-1.375496506690979,1.373818039894104
24,1542,0.02552684210240841,0.5214100480079651,-1.3749313354492188,1.3768028020858765
25,1578,0.021275704726576805,0.8470370769500732,-1.3786420822143555,1.3780272006988525
26,1636,0.02019091136753559,1.142126441001892,-1.3731082677841187,1.3752310276031494
27,1464,0.029473362490534782,0.8627626895904541,-1.372732162475586,1.3730369806289673
28,1497,0.028296947479248047,0.9153200387954712,-1.3735947608947754,1.3704034090042114
29,1626,0.023299986496567726,0.9941643476486206,-1.3711180686950684,1.372348427772522
30,1494,0.02493700012564659,0.9409757256507874,-1.3697279691696167,1.3715001344680786
31,1473,0.03375210985541344,1.0598688125610352,-1.3768266439437866,1.3775972127914429
32,1380,0.03340596333146095,0.9142950773239136,-1.3760546445846558,1.375939130783081
33,1317,0.04733652621507645,1.1030911207199097,-1.377911925315857,1.3774381875991821
34,1371,0.04610903188586235,1.2309074401855469,-1.381020426750183,1.3786025047302246
35,1532,0.023508524522185326,1.3459441661834717,-1.376373052597046,1.3775825500488281
36,1518,0.03294757753610611,0.5422337651252747,-1.3730778694152832,1.3705304861068726
37,1577,0.03138580918312073,0.8223633170127869,-1.364229440689087,1.3663908243179321
38,1507,0.03910490870475769,1.2994946241378784,-1.36508047580719,1.3680816888809204
39,1545,0.03699573874473572,1.5777997970581055,-1.3689541816711426,1.3736188411712646
40,1163,0.056624382734298706,1.7538394927978516,-1.3735963106155396,1.373702049255371
41,1227,0.07007338106632233,1.9473768472671509,-1.3699753284454346,1.3701916933059692
42,1263,0.0625663474202156,1.9950673580169678,-1.3666983842849731,1.3682098388671875
43,1333,0.05106204375624657,2.1135103702545166,-1.3724466562271118,1.37014639377594
44,1192,0.055437177419662476,2.289884567260742,-1.3802098035812378,1.374556303024292
45,1180,0.05176695063710213,2.196777820587158,-1.375533103942871,1.3727134466171265
46,1279,0.04672331362962723,2.4241814613342285,-1.3752893209457397,1.375737190246582
47,1570,0.028935180976986885,2.1077632904052734,-1.371277928352356,1.3713403940200806
48,1800,0.02603338658809662,1.67818284034729,-1.3670910596847534,1.365641713142395
49,1370,0.04594120755791664,1.4369566440582275,-1.3669904470443726,1.3632447719573975
50,1372,0.04648618772625923,1.781436800956726,-1.3738489151000977,1.3704694509506226
51,1414,0.03298364207148552,1.9841995239257812,-1.3752272129058838,1.3687820434570312
52,1458,0.042567186057567596,1.6344271898269653,-1.375300645828247,1.3746693134307861
53,1609,0.02453838847577572,1.4133894443511963,-1.3731849193572998,1.37327241897583
54,1545,0.029383283108472824,0.8225312232971191,-1.3725162744522095,1.372818946838379
55,1622,0.02348310686647892,1.0098214149475098,-1.3730857372283936,1.3707765340805054
56,1606,0.02366510033607483,0.9375510811805725,-1.3740285634994507,1.3712248802185059
57,1587,0.020678872242569923,1.1350406408309937,-1.3749758005142212,1.3765530586242676
58,1632,0.021656328812241554,0.8335992693901062,-1.3749183416366577,1.3749539852142334
59,1672,0.02542467787861824,0.7988743782043457,-1.3764880895614624,1.378615140914917
60,1403,0.03441334515810013,1.0961363315582275,-1.3824609518051147,1.3819210529327393
61,1425,0.035846151411533356,1.054396629333496,-1.3800075054168701,1.3806509971618652
62,1377,0.04102573171257973,1.3007978200912476,-1.3773038387298584,1.3792871236801147
63,1295,0.043046094477176666,1.5465573072433472,-1.3800444602966309,1.380086898803711
64,1523,0.03442949056625366,1.728621482849121,-1.3777776956558228,1.37935209274292
65,1471,0.03309335559606552,1.863587737083435,-1.3760682344436646,1.3779544830322266
66,1419,0.03258603811264038,1.5559937953948975,-1.3801829814910889,1.379546046257019
67,1311,0.043457578867673874,1.5241528749465942,-1.3777844905853271,1.3787438869476318
68,1366,0.037478525191545486,1.6561975479125977,-1.3786150217056274,1.3782249689102173
69,1427,0.03999386727809906,1.5505584478378296,-1.3771835565567017,1.378779411315918
70,1622,0.0311635360121727,1.5117268562316895,-1.3746402263641357,1.372717022895813
71,1509,0.03984241560101509,1.633921504020691,-1.3651385307312012,1.364379644393921
72,1486,0.040032073855400085,1.5133683681488037,-1.369279384613037,1.365583896636963
73,1641,0.027475174516439438,1.5068392753601074,-1.369386076927185,1.3678879737854004
74,1458,0.0426412932574749,1.3169502019882202,-1.3672653436660767,1.367142677307129
75,1307,0.03861921653151512,1.6247830390930176,-1.3785547018051147,1.3737010955810547
76,1297,0.04468270763754845,1.6582136154174805,-1.3713973760604858,1.3695107698440552
77,1341,0.0408640056848526,1.5128518342971802,-1.3754092454910278,1.3716109991073608
78,1517,0.03736290708184242,1.1038382053375244,-1.3705607652664185,1.3700920343399048
79,1461,0.04472555220127106,1.1253974437713623,-1.373081088066101,1.3734909296035767
80,1522,0.043148260563611984,1.5089033842086792,-1.3652559518814087,1.3693839311599731
81,1281,0.05675501748919487,1.8106427192687988,-1.3722556829452515,1.3741199970245361
82,944,0.0829719603061676,2.2670681476593018,-1.3707557916641235,1.3711038827896118
83,1268,0.06706581264734268,2.4327392578125,-1.3573846817016602,1.3645769357681274
84,1115,0.06915248185396194,2.2660696506500244,-1.3717306852340698,1.3703323602676392
85,1153,0.07396389544010162,2.6035869121551514,-1.3685989379882812,1.373313307762146
86,1185,0.050724487751722336,2.8426990509033203,-1.380841851234436,1.3800138235092163
87,1129,0.06023506075143814,2.322179079055786,-1.3820748329162598,1.3821218013763428
88,1089,0.062199678272008896,2.3926894664764404,-1.3820441961288452,1.3796734809875488
89,1030,0.07509730011224747,2.338890790939331,-1.3796254396438599,1.3796347379684448
90,1212,0.04818131402134895,2.3090507984161377,-1.3807053565979004,1.3806315660476685
91,1267,0.04421450197696686,1.9803051948547363,-1.382623314857483,1.3797922134399414
92,1213,0.043374575674533844,1.8058571815490723,-1.3818987607955933,1.382121205329895
93,1275,0.03372413292527199,1.689805030822754,-1.3817198276519775,1.3813368082046509
94,1128,0.05928664654493332,1.3484327793121338,-1.3842588663101196,1.3821182250976562
95,1445,0.03863271698355675,1.6678333282470703,-1.376679539680481,1.3786919116973877
96,1244,0.043395254760980606,1.6447455883026123,-1.3813769817352295,1.3805748224258423
97,1035,0.07033668458461761,1.6489185094833374,-1.3801020383834839,1.3794281482696533
98,1301,0.04765985906124115,1.7133409976959229,-1.3785390853881836,1.378610610961914
99,1222,0.04955105111002922,1.9012770652770996,-1.3786237239837646,1.3810441493988037
100,1157,0.04684313014149666,1.7028453350067139,-1.3853473663330078,1.3839842081069946
101,994,0.06422381103038788,1.8743408918380737,-1.3846327066421509,1.3851159811019897
102,1097,0.04996103420853615,2.4931793212890625,-1.3860708475112915,1.385626196861267
103,1092,0.056704286485910416,2.704789161682129,-1.3835443258285522,1.3841909170150757
104,1137,0.04865116998553276,1.7154170274734497,-1.3853718042373657,1.3847925662994385
105,1147,0.05387870594859123,2.3014137744903564,-1.3833296298980713,1.3837641477584839
106,1062,0.05915604904294014,2.1524085998535156,-1.3829036951065063,1.3837321996688843
107,1345,0.03973635658621788,2.105210304260254,-1.3795186281204224,1.379712700843811
108,1632,0.01750117540359497,2.0868825912475586,-1.370936632156372,1.3756664991378784
109,1412,0.020993880927562714,1.2630401849746704,-1.3789520263671875,1.3774402141571045
110,1276,0.036274831742048264,1.3162517547607422,-1.3847230672836304,1.3815350532531738
111,1118,0.04873573035001755,1.075135350227356,-1.3855270147323608,1.3831671476364136
112,1215,0.04617005214095116,1.3513643741607666,-1.3838937282562256,1.383297085762024
113,1289,0.047140348702669144,1.4332900047302246,-1.3818389177322388,1.3836712837219238
114,1199,0.03838757053017616,1.9773715734481812,-1.382617712020874,1.3830946683883667
115,1255,0.050527315586805344,1.9296164512634277,-1.3839620351791382,1.3844258785247803
116,1175,0.049136996269226074,1.7553820610046387,-1.3851890563964844,1.3842037916183472
117,1089,0.06468893587589264,1.9695534706115723,-1.384539246559143,1.3839761018753052
118,1202,0.05894329398870468,2.509329319000244,-1.3826838731765747,1.384358286857605
119,1053,0.06986522674560547,2.559175729751587,-1.3826063871383667,1.3836338520050049
120,1085,0.06530152261257172,2.4914026260375977,-1.3831353187561035,1.3821643590927124
121,1083,0.06450505554676056,2.6749422550201416,-1.3828550577163696,1.3825640678405762
122,1110,0.06297005712985992,2.6055586338043213,-1.3802850246429443,1.3803149461746216
123,1146,0.05399874225258827,2.6762351989746094,-1.3821208477020264,1.3802517652511597
124,1048,0.06612344831228256,2.6213479042053223,-1.3810638189315796,1.3806366920471191
125,1331,0.04580065980553627,2.77913761138916,-1.3837254047393799,1.380906343460083
126,1235,0.04546559229493141,2.670581579208374,-1.3783944845199585,1.3798147439956665
127,1177,0.05850328132510185,2.1908373832702637,-1.3803125619888306,1.3788104057312012
128,1151,0.05907849222421646,2.1773226261138916,-1.3774133920669556,1.3787299394607544
